Artist,Tags
Sammy Rae & The Friends,"funk, jazz, soul, indie, rock"
Mitski,"seen live, indie rock, indie, indie pop, singer-songwriter"
Jessica Lea Mayfield,"folk, singer-songwriter, seen live, female vocalists, acoustic"
LP,"indie, rock, seen live, synthpop, electronic"
Prinze George,"electronic, electropop, indie, indie pop, female vocalist"
The Spinto Band,"indie, seen live, indie rock, indie pop, alternative"
Faye Webster,"seen live, indie, singer-songwriter, indie folk, folk"
Anna McClellan,"indie pop, indie rock, female vocalists, Lo-Fi, american"
Japanese Breakfast,"dream pop, seen live, indie pop, indie, indie rock"
Solo Sounds,"electro, wurlitzer, electro funk, east coast hip-hop, early hip hop"
Billie Eilish,"pop, indie pop, seen live, electropop, indie"
Jungle,"seen live, electronic, psychedelic, techno, jungle"
Noga Erez,"electronic, seen live, female vocalists, experimental, Israel"
Urban Jams United,
Pink Sweat$,"rnb, soul, Philadelphia, indie, pop"
Urban Party Makers,
CMAT,"seen live, irish, country, indie pop, female vocalists"
Vistas,"indie, indie rock, alternative, glitch, idm"
Margaret Glaspy,"singer-songwriter, indie rock, indie, seen live, rock"
Rogue Wave,"indie, indie rock, seen live, indie pop, alternative"
For The Foxes,"alternative, powerpop, rock, alternative rock, seen live"
Samora Pinderhughes,"jazz, Hip-Hop, singer-songwriter, piano, vocal"
Everything Everything,"seen live, indie, indie pop, british, alternative"
Peaness,"seen live, indie, indie rock, chester, indie pop"
The Mowgli's,"indie, folk, rock, alternative, seen live"
THE GOA EXPRESS,"rock, british, alternative, indie rock, Manchester"
Gretta Ray,"pop, indie pop, country pop, indie, country"
Kevin Devine,"seen live, singer-songwriter, indie, folk, acoustic"
Jay Feelbender,"indie pop, indie rock"
Hamilton Leithauser + Rostam,"rock, indie rock, indie, seen live, alternative"
David Gray,"singer-songwriter, acoustic, indie, alternative, rock"
Odette,"indie pop, singer songwriter, heavy metal, Female fronted metal, indie"
Arts Fishing Club,"indie, indie folk"
slenderbodies,"indie, indie pop, shoegaze, dream pop, sochilounge"
The Kelseys,"indie, rock, alternative rock, indie pop, indie rock"
Jordan Mackampa,"soul, pop, indie pop, seen live, british"
Max Bloom,"indie, Grunge, indie pop, indie rock, Lo-Fi"
Coach Party,"indie rock, seen live, indie pop, female vocalists, power pop"
Del Water Gap,"seen live, folk, indie, indie pop, pop"
McKenna Bray,
Ages and Ages,"indie, folk, indie pop, portland, seen live"
Charlie Martin,"indie pop, indie rock, indie folk, folk pop"
Tennis,"indie pop, Lo-Fi, chillwave, indie, electronic"
Nilüfer Yanya,"singer-songwriter, seen live, indie rock, indie pop, indie"
Celeste,"Sludge, screamo, post-hardcore, black metal, soul"
Dylan Rodrigue,"alternative, singer-songwriter, indie"
Cola Boyy,"funk, Disco, pop, USA, electronic"
Pastor T.L. Barrett and the Youth for Christ Choir,"gospel, soul, funk, spiritual, USA"
Leikeli47,"rap, Hip-Hop, hip hop, female vocalists, USA"
Bruno Mars,"pop, rnb, male vocalists, r&b, slow jams"
Isaac Dunbar,"indie pop, pop, alternative, United States, electronic"
Okey Dokey,"indie, pop, punk, indie pop, indie rock"
Pinkston,"indie, pop, rock, alternative, New-Wave"
Cannons,"electronic, Oi, pop, indie pop, punk"
The Cranberries,"rock, alternative, female vocalists, alternative rock, irish"
Hey Rosetta!,"Canadian, indie rock, seen live, indie, indie pop"
Justin Bieber,"pop, black metal, justin bieber, rnb, Hip-Hop"
The Weepies,"folk, indie, singer-songwriter, acoustic, Mellow"
Boosegumps,"Lo-Fi, indie, alternative, indie pop, bedroom"
Silversun Pickups,"indie rock, indie, alternative, shoegaze, seen live"
Rusty Clanton,"folk, american, indie folk"
Current Joys,"indie, indie pop, indie rock, emo, Lo-Fi"
Nap Eyes,"indie rock, seen live, indie, indie pop, canada"
Shungudzo,"zimbabwe, soul, indie pop, indie, USA"
Yuno,"indie pop, seen live, electronic, indie, Electro Pop"
Mustafa,"Canadian, brazilian drum and bass, electronic, soul, House"
Kero Kero Bonito,"electropop, pop, noise pop, indie pop, synthpop"
Guster,"indie, seen live, alternative, rock, indie rock"
Islands,"seen live, indie, indie pop, Canadian, indie rock"
Fresh,"Drum and bass, jungle, electronic, Drum n Bass, dnb"
NoMBe,"electronic, indie, pop, indie pop, chill"
Haiku Hands,"electropop, Hip-Hop, electronic, indie, pop"
Dame D.O.L.L.A,"hip hop, rap, Hip-Hop, USA, trap"
Robben,
Joe Wong,"indie rock, electronic, indie, alternative rock, experimental"
Joyner Lucas,"Hip-Hop, rap, joyner lucas, trap, underground hip-hop"
Airport Sushi,
Biig Piig,"indie, rnb, downtempo, irish, female vocalists"
Maxine J,
Middle Kids,"indie rock, australian, indie, rock, seen live"
Elizabeth & the Catapult,"indie pop, female vocalists, indie, Retro, female vocalist"
COIN,"indie, seen live, indie rock, indie pop, alternative"
Bakar,"french rap, hip hop, French hip hop, Hip-Hop, rap"
Daughter,"indie, indie folk, acoustic, female vocalists, british"
Robyn,"pop, electronic, swedish, female vocalists, seen live"
Kevin Morby,"seen live, folk, singer-songwriter, Lo-Fi, indie"
Frances Quinlan,"indie rock, female vocalists, USA, american, 2020s"
Sweet Whirl,"seen live, indie pop, dream pop, indie folk, folk pop"
Mr Jukes,"jazz, soul, hip hop, rnb, Hip-Hop"
HammAli & Navai,"russian, govno, Hip-Hop, rnb, dance"
Khruangbin,"funk, seen live, psychedelic, Psychedelic Rock, rock"
Better Oblivion Community Center,"folk, indie, indie rock, indie folk, seen live"
Hop Along,"indie, seen live, indie rock, folk, female vocalists"
Honey Cutt,"indie pop, indie rock, folk rock, indie folk, folk pop"
Tomberlin,"singer-songwriter, indie, folk, female vocalists, seen live"
Adrianne Lenker,"singer-songwriter, indie folk, folk, female vocalists, indie"
Nick Leng,"electronic, indie, downtempo, south african, south africa"
Pearl Charles,"psychedelic pop, indie, indie pop, pop, USA"
Matt Berninger,"singer-songwriter, american, indie, indie rock, USA"
La Roux,"electropop, electronic, synthpop, dance, indietronica"
Kurt Vile,"seen live, Lo-Fi, psychedelic, indie, bedroom pop"
Future Generations,"indie rock, american, electronic, indie, pop"
No Thank You,"indie rock, indie, alternative, USA, punk rock"
Petal,"emo, seen live, indie rock, indie, ambient"
Buck Meek,"folk, indie, singer-songwriter, USA, indie folk"
Jaden,"Hip-Hop, rap, seen live, rnb, trap"
Katy Kirby,"indie folk, seen live, indie pop, singer-songwriter, acoustic"
Ratboys,"seen live, indie, indie rock, wrong name, indie pop"
Another Michael,"electronic, USA, Lo-Fi, bedroom pop, indie"
Chaka Khan,"soul, funk, female vocalists, 80s, rnb"
The Deer,"indie pop, folk rock, folk pop, folk, USA"
Geese,"indie rock, art punk, post-punk, Crank wave, dance-punk"
The Nunnery,"Minnesota, ambient, USA, minneapolis indie"
Maisie Peters,"seen live, pop, folk, indie, indie pop"
Peach Pit,"math rock, seen live, indie pop, indie, indie rock"
Pip Blom,"indie rock, Lo-Fi, Crank wave, seen live, post-punk"
Joywave,"electronic, indie, shoegaze, chillwave, seen live"
Linn Koch-Emmery,"swedish, indie, singer-songwriter, Sweden, pop"
Moontype,"indie rock, dream pop, indie, rock, alternative rock"
Demrick,"rap, Hip-Hop, seen live, underground hip-hop, California"
Robert Leslie,
Oceanator,"indie rock, power pop, seen live, alternative rock, indie"
Pusha T,"Hip-Hop, rap, hip hop, seen live, East Coast"
Olivia Rodrigo,"pop, pop rock, rock, seen live, indie pop"
Band of Horses,"indie, indie rock, seen live, alternative, Alt-country"
Sleigh Bells,"electronic, noise pop, Lo-Fi, experimental, seen live"
Semisonic,"rock, alternative, alternative rock, indie, 90s"
Ali Barter,"indie rock, female vocalists, folk, indie pop, singer-songwriter"
Chloe Foy,"british, folk, singer-songwriter, seen live, female vocalists"
Typhoon,"seen live, nederhop, Hip-Hop, dutch, indie"
POSTDATA,"pop, seen live, Canadian, rock, folk"
Sonntag,"indie pop, industrial, chamber pop, indie folk, minimal synth"
Minor Moon,"indie, alternative, folk, indie rock, sofar sounds"
Laura Stevenson,"seen live, folk, indie rock, indie folk, indie"
Michael Logozar,"piano, new age, instrumental, classic, canada"
Saint Motel,"indie, indie rock, seen live, indie pop, american"
Moonroof,fervor
Rissi Palmer,"country, female vocalist, 00s country, country pop, female vocalists"
Big Red Machine,"folktronica, folk, indie rock, seen live, indie pop"
Sean Sison,"Hip-Hop, electronic, electronica, pop, dance"
L.A. Exes,"indie rock, Garage Rock"
Supertentacles,"indie, pop, indie pop, pop rock, indietronica"
Communions,"post-punk, indie rock, indie, denmark, rock"
Cassandra Jenkins,"seen live, folk, singer-songwriter, indie, Sophisti-Pop"
Diet Cig,"indie pop, seen live, indie, indie rock, pop punk"
Blushh,"indie rock, indie, rock, alternative, alternative rock"
Kacey Musgraves,"country, female vocalists, singer-songwriter, seen live, pop"
Jet,"rock, alternative, alternative rock, indie, indie rock"
Lydia Luce,"folk, singer-songwriter, female vocalists, american, americana"
Craig Finn,"seen live, rock, singer-songwriter, alternative, Alt-country"
deer scout,"Lo-Fi, indie folk, Philadelphia, USA, folk rock"
Lucius,"seen live, indie, pop, folk, female vocalists"
Annie DiRusso,"seen live, indie pop, indie, indie rock, female vocalists"
Lykke Li,"indie pop, female vocalists, swedish, electronic, pop"
Michaela Slinger,"pop, indie pop, female vocalists, canada, Canadian"
Topaz Jones,"Hip-Hop, rap, soul, funk, seen live"
Common Deer,"seen live, canada, Canadian, orchestral indie"
Flyte,"Progressive rock, symphonic prog, seen live, indie rock, rock"
Plain White T's,"indie, rock, pop punk, alternative, seen live"
Slothrust,"alternative rock, Grunge, alternative, post-grunge, rock"
Indigo De Souza,"indie rock, singer-songwriter, seen live, indie, indie pop"
Thomas Dollbaum,"folk, indie folk"
Squirrel Flower,"Lo-Fi, indie folk, seen live, folk, dream pop"
Anna Burch,"indie pop, indie, singer-songwriter, seen live, indie rock"
Hundred Waters,"electronic, indie, seen live, indie pop, pop"
Lyrical Harmonie,
NxWorries,"soul, Hip-Hop, hip hop, Neo-Soul, rap"
Cate Le Bon feat. Perfume Genius,
Dead Emerson,USA
Boban I Marco Markovic Orkesta,
The Apache Relay,"indie, Alt-country, Nashville, Recommended, kickasstic"
PREP,"rnb, funk, indie pop, seen live, indie"
Anna Hauss,"soul, yandex music, upcoming album 2023"
Duval Timothy,"jazz, piano, electronic, jazz piano, instrumental"
Fiji 13,
Matt and Kim,"seen live, indie pop, indie, electronic, indie rock"
Dylan Cartlidge,"soul, alternative, indie, hip hop, pop"
JulezJZ,"Hip-Hop, hip hop, rap, Unreleased"
Maggie Rose,"country, female vocalists, metalcore, emo, emocore"
Oh The Larceny,"alternative rock, indie, rock, alternative, indie rock"
TV Girl,"indie pop, Lo-Fi, indie, chillwave, seen live"
Hamilton Leithauser,"seen live, indie, indie rock, singer-songwriter, rock"
Richie Havens,"folk, singer-songwriter, acoustic, classic rock, rock"
Domo Genesis,"Hip-Hop, ofwgkta, rap, swag, hip hop"
Daniel Caesar,"rnb, soul, Neo-Soul, Canadian, alternative rnb"
Bic Runga,"female vocalists, singer-songwriter, New Zealand, pop, indie"
Alex the Astronaut,"australian, indie, folk, seen live, female vocalists"
Someone Still Loves You Boris Yeltsin,"indie, indie pop, seen live, indie rock, Lo-Fi"
Peace,"indie rock, indie, british, seen live, hardcore punk"
Mila Webb,"indie pop, indie rock, female vocalists, 3-5, yandex music"
Clara Mann,"folk, seen live, bristol, indie folk, singer songwriter"
Ivy Wye,
Sophie Jamieson,"singer-songwriter, indie, acoustic, female vocalists, seen live"
ITE EEROLA,"finnish, folk, singer-songwriter, want to see live, finland"
The Lostines,"country, americana, USA, countryish"
Reggie Bonds,
Childish Gambino,"Hip-Hop, rap, seen live, indie, hip hop"
Gum Country,"shoegaze, indie, indie rock, canada, Lo-Fi"
Ten Fé,"indie, indie pop, electronic, british, UK"
Alexi Murdoch,"singer-songwriter, folk, acoustic, indie, Mellow"
SAULT,"soul, rnb, Neo-Soul, indie, pop"
Bleachers,"indie pop, seen live, indie, folk, power pop"
Ayoni,"barbados, barbadian, seen live, soul, rnb"
La Sera,"indie pop, Lo-Fi, female vocalists, indie, seen live"
Jay Prince,"Hip-Hop, electronic, jazz, british, seen live"
Ben Folds,"singer-songwriter, seen live, indie, piano rock, alternative"
Taylor Vick,"folk, indie pop, USA, indie folk, folk pop"
Lisa Hannigan,"folk, female vocalists, singer-songwriter, irish, acoustic"
Jealous of the Birds,"singer-songwriter, folk, indie folk, indie, irish"
Picket Palace,"indie, indie rock, australian, australia, melbourne"
Daughter of Swords,"folk, USA, indie folk, North Carolina"
Coconut Records,"indie, indie pop, alternative, indie rock, pop"
Sjowgren,"indie pop, indie, folk, pop, indie rock"
High Highs,"dream pop, indie, indie pop, acoustic, american"
Rina Sawayama,"pop, rnb, electropop, japanese, seen live"
The Dodos,"folk, indie, seen live, indie folk, acoustic"
Melissa Laveaux,"folk, soul, jazz, female vocalists, blues"
Life in Film,"indie rock, british, alternative, indie, seen live"
Gracie Abrams,"seen live, pop, indie pop, indie, female vocalists"
Pacific Air,"indie pop, indie, dream pop, electronic, Surf"
TWIN XL,"alternative, indie, pop, USA"
Ball Park Music,"indie pop, australian, indie, seen live, indie rock"
Kate Miller-Heidke,"australian, singer-songwriter, female vocalists, seen live, pop"
Sunflower Bean,"indie rock, Psychedelic Rock, psychedelic, seen live, indie"
POWERS,"pop, electronic, soul, USA, american"
Alex Weston,"Soundtrack, contemporary classical, composer, film scores"
Hey Marseilles,"folk, indie, acoustic, seattle, singer-songwriter"
Bad Bad Hats,"indie pop, indie, seen live, twee, female vocalists"
Anna of the North,"pop, norwegian, indie pop, Norway, electronic"
Knox Hamilton,"indie rock, seen live, USA, christian, powerpop"
Sibylle Baier,"folk, singer-songwriter, female vocalists, acoustic, 70s"
The Like,"indie, female vocalists, indie rock, seen live, alternative"
flowerkid,"indie pop, indie, electropop, pop, sad"
John Craigie,"folk, indie folk, acoustic, singer-songwriter, americana"
Labrinth,"electronic, british, rnb, dance, r&b"
Katie Pruitt,"country, seen live, indie, folk, americana"
Goth Babe,"dream pop, Lo-Fi, indie pop, Garage Rock, alternative"
Anna Leone,"indie, folk, singer-songwriter, female vocalists, indie folk"
PLGRMS,"electronic, alternative, australian, australia"
BreezyBerg,
BANNERS,"indie, indie pop, pop, alternative, british"
Drab City,"dream pop, trip-hop, shoegaze, Psychedelic Rock, jazz"
Mystery Jets,"indie, seen live, indie rock, british, alternative"
Cassowary,"soul, funk, jazz, rnb, seen live"
Caroline Smith & The Good Night Sleeps,"folk, seen live, indie, Minnesota, acoustic"
The Japanese House,"electronic, indie pop, dream pop, seen live, indie"
Monica Martin,"indie pop, electronic, seen live, soul, female vocalists"
keshi,"Lo-Fi, rnb, alternative, alternative rock, seen live"
Ray LaMontagne,"folk, singer-songwriter, acoustic, indie, Acoustic Rock"
Winnetka Bowling League,"alternative, indie pop, indie, seen live, USA"
Tipling Rock,"indie, USA, Indie-Rock"
Thelma Plum,"folk, australian, female vocalists, singer-songwriter, indie"
Son Lux,"electronic, experimental, trip-hop, ambient, seen live"
James Vincent McMorrow,"folk, singer-songwriter, indie, irish, indie folk"
Lewis Del Mar,"pop, experimental, american, indie, folk"
Deep Thought,"techno, new beat, deutsch, NOT PROGRESSIVE ROCK, Progressive rock"
Camellia Hartman,soul
Velvet Negroni,"rnb, Minnesota, experimental, USA, alternative rnb"
EL VY,"indie rock, indie, rock, seen live, alternative"
KAMAUU,"soul, Hip-Hop, rap, funk, rnb"
Foster The People,"indie, indie pop, alternative, american, seen live"
Patrick Watson,"indie, singer-songwriter, seen live, folk, Canadian"
The Avener,"electronic, House, deep house, lounge, french"
Beeef,"indie, alternative"
Serena Ryder,"Canadian, female vocalists, singer-songwriter, folk, indie"
t.A.T.u.,"pop, russian, female vocalists, electronic, dance"
The Beth Edges,"seen live, austrian, indie, indie rock, pop"
The Tragically Hip,"Canadian, rock, seen live, alternative rock, alternative"
The Proclaimers,"Scottish, rock, pop, folk, 80s"
The Delta Riggs,"indie, rock, indie rock, Garage Rock, blues rock"
Nerina Pallot,"female vocalists, singer-songwriter, pop, british, alternative"
James Supercave,"art rock, pop, seen live, los angeles, indie"
Fiji Blue,"electronic, indie pop, House, rnb, chillout"
Lulu,"pop, 60s, female vocalists, british, british invasion"
MARINA,"pop, indie pop, female vocalists, post-hardcore, electropop"
The Joy Formidable,"indie rock, seen live, indie, female vocalists, british"
Rachel Chinouriri,"seen live, pop, indie pop, indie, singer-songwriter"
KT Tunstall,"female vocalists, singer-songwriter, pop, indie, alternative"
Varsity,"rnb, pop, indie rock, post-hardcore, indie"
Astral Bakers,"french, seen live, indie rock, French rock, female guitarists"
Dominic Fike,"indie, indie pop, seen live, pop, alternative"
Akintoye,"hip hop, rap, United States"
The Rhythm Method,"electronic, indie rock, Classical, vocal, instrumental"
Brother Bird,"seen live, folk, singer-songwriter, american, amazing"
CeeLo Green,"soul, funk, Hip-Hop, seen live, rnb"
In The Valley Below,"indie, seen live, dream pop, alternative, pop"
Nate Ruess,"indie, pop, indie pop, power pop, male vocalists"
Angus & Julia Stone,"folk, indie, acoustic, australian, singer-songwriter"
Botticelli Baby,"seen live, jazz, funk, german, swingy"
Twin Peaks,"indie rock, seen live, rock, Garage Rock, Lo-Fi"
Off-Leash,
Narrowhaven,
Frank Ocean,"rnb, soul, Hip-Hop, r&b, ofwgkta"
Plants and Animals,"seen live, Canadian, indie rock, indie, montreal"
The Automatic,"indie rock, indie, british, seen live, alternative"
Billy Preston,"soul, funk, 70s, rock, rnb"
Terry Reid,"classic rock, folk rock, rock, singer-songwriter, 60s"
Labi Siffre,"soul, funk, singer-songwriter, pop, british"
The Monkees,"60s, classic rock, pop, oldies, rock"
Phil Harris,"Disney, Soundtrack, 50s, jazz, male vocalists"
Anika Pyle,"seen live, emo, indie pop, USA, indie folk"
Vera Sola,"folk, singer-songwriter, indie, female vocalists, USA"
The Last Dinner Party,"seen live, indie rock, glam rock, baroque pop, alternative"
Abby Sage,"pop, indie pop, indie, female vocalists, canada"
Molly Grace,"indie, soul, alternative, singer-songwriter, USA"
Quarters of Change,"indie, indie rock, rock, alternative, new york"
Phoebe Go,"seen live, indie pop, indie rock, indie, pop"
Mother Evergreen,"rare sads, rare sad boy, indie, folk, singer-songwriter"
The Moth & The Flame,"indie, alternative, seen live, electronic, alternative rock"
OWEL,"indie, post-rock, indie rock, emo, orchestral"
Darryl Rahn,
Declan McKenna,"seen live, indie pop, indie rock, indie, electronic"
Van Morrison,"classic rock, singer-songwriter, folk, rock, blues"
Snow Patrol,"indie, alternative, rock, indie rock, britpop"
Sinéad O'Connor,"female vocalists, irish, alternative, singer-songwriter, rock"
Nell Mescal,"folk, indie folk, folk pop, ireland"
Papur Wal,"indie pop, indie rock, UK, wales, cardiff"
Drowners,"indie rock, indie, alternative, new wave, indie pop"
Tom Jones,"pop, oldies, classic rock, male vocalists, rock"
Pillow Queens,"indie rock, irish, seen live, queer, rock"
Los Campesinos!,"indie pop, indie, seen live, british, indie rock"
Hawksley Workman,"Canadian, singer-songwriter, seen live, rock, alternative"
We Were Promised Jetpacks,"indie rock, seen live, indie, Scottish, rock"
Creeper,"punk rock, funk metal, thrash metal, horror punk, punk"
Friko,"indie rock, noise pop, chamber pop, indie pop, indie folk"
Camp Cope,"indie rock, indie, seen live, female vocalists, rock"
Matt Pond PA,"indie, indie rock, seen live, indie pop, singer-songwriter"
Devendra Banhart,"folk, singer-songwriter, indie, freak folk, New Weird America"
Covey,"melancholic, emo, indie folk, indie, folk"
Jean Dawson,"experimental, indie pop, rap, alternative rnb, Hip-Hop"
Pale Waves,"seen live, indie pop, pop, indie, synthpop"
Kiiara,"pop, electronic, indie, alternative, indie pop"
Richard Swift,"singer-songwriter, Lo-Fi, indie, seen live, indie pop"
Our Girl,"shoegaze, indie, indie rock, seen live, rock"
Honeyglaze,"Crank wave, indie rock, post-punk, dream pop, art rock"
Suki Waterhouse,"indie pop, electronic, female vocalists, downtempo, seen live"
Jamie xx,"electronic, dubstep, future garage, seen live, UK Garage"
Glom,"indie rock, indie pop, USA, crust punk"
BLACKSTARKIDS,"Hip-Hop, indie pop, seen live, indie, hip hop"
Sunset Rubdown,"indie, indie rock, Canadian, seen live, experimental"
Merce Lemon,"indie, indie pop, indie folk, rare sads, folk"
Ada Lea,"indie, indie rock, rare sad girl, rare sads, indie pop"
Ab-Soul,"Hip-Hop, rap, underground hip-hop, West Coast Rap, hip hop"
Kate Bollinger,"indie, indie pop, pop, female vocalists, USA"
Doechii,"rap, rnb, hip hop, pop, Hip-Hop"
Ghost Tour,
Chezile,"chillout, indie, pop, chill, alternative"
Daisy the Great,"indie pop, indie, Lo-Fi, american, seen live"
Orillia,
Adrian Lyles,"Soundtrack, pop, Disney"
Gigi Perez,"indie, folk, singer-songwriter, seen live, pop"
Bedrooms,"seen live, indie, hip hop, rock, folk"
Say Lou Lou,"dream pop, synthpop, swedish, electropop, female vocalists"
Bats,"math rock, post-hardcore, experimental, post-punk, Progressive"
Infinity Song,"soul, rnb, seen live, pop, new york"
Maximiano,
The Garrys,"Surf, psychedelic pop, dream pop, Garage Rock, surf rock"
CARR,"indie pop, pop, seen live, female vocalists, pop rock"
Clementine Was Right,"emo, indie rock, shoegaze"
Mr. Sam & the People People,"USA, americana"
Young Jesus,"indie rock, indie, rock, alternative, art rock"
Hovvdy,"Lo-Fi, shoegaze, slowcore, indie, indie pop"
Blu DeTiger,"indie pop, pop, indie rock, dance, bass"
Dent May,"indie pop, singer-songwriter, seen live, indie, acoustic"
Sam Evian,"indie rock, dream pop, rock, indie pop, psychedelic pop"
Brigitte Calls Me Baby,"indie pop, indie rock, chicago, pop rock"
Sophie B. Hawkins,"female vocalists, pop, singer-songwriter, 90s, alternative"
Scenic Route to Alaska,"indie rock, indie folk, folk, canada, Canadian"
Janelane,
Bess Atwell,"folk, indie, female vocalists, singer-songwriter, seen live"
Tommy Richman,"rnb, rap, funk, Hip-Hop, alternative rnb"
Corinne Bailey Rae,"soul, female vocalists, jazz, singer-songwriter, pop"
Erick the Architect,"rap, hip hop, Hip-Hop, Lo-Fi, beats"
Queen of Jeans,"indie, female vocalists, rock, indie rock, pop"
meg elsier,"electropop, pop, indie rock, USA, dream pop"
Pouty,"indie pop, indie, indie rock, USA, female vocal"
Sofi Tukker,"dance, electronic, seen live, pop, indie"
Naima Bock,"folk, indie pop, female vocalists, indie folk, United Kingdom"
Conor Lynch,
Elijah Wolf,"indie pop, indie rock, singer-songwriter, contemporary folk, folk rock"
Metric,"indie, indie rock, female vocalists, Canadian, alternative"
Loupe,"seen live, indie, electronic, rock, ambient"
FIZZ,"indie pop, Hip-Hop, pop, british, indie rock"
BUG MOMENT,"emo, queer, milwaukee, wisconsin, seen live"
Emile Mosseri,"Soundtrack, ambient, new age, score, indie"
Aaron Smith,"House, Hip-Hop, dance, rap, tech house"
49th & Main,"electronic, House, electropop, dance, irish"
Melanie Martinez,"pop, indie, indie pop, female vocalists, alternative"
Tucker Beathard,"country, singer-songwriter"
War,"funk, soul, black metal, classic rock, rock"
Ashnikko,"Hip-Hop, electronic, pop, electropop, rap"
KSI,"rap, Hip-Hop, Grime, hip hop, pop"
Annika Bennett,"indie pop, female vocalists, seen live, indie, pop"
PJ Western,
Bethany Cosentino,"female vocalists, rock, indie rock, pop, country"
Niall Horan,"pop, irish, folk, seen live, one direction"
Saintseneca,"folk, seen live, indie, indie folk, acoustic"
Floodlights,"seen live, indie rock, post-punk, australia, seen live more than once"
Aquilo,"indie, electronic, indie rock, ambient pop, dream pop"
KNEECAP,"rap, irish, Hip-Hop, ireland, belfast"
Jocelyn Mackenzie,"folk, indie pop, indie rock, indie folk, folk pop"
A. Savage,"folk rock, indie rock, americana, indie, folk"
Dead Man's Bones,"folk, indie, alternative, gospel, rock"
Michael Franti & Spearhead,"seen live, reggae, Hip-Hop, political, funk"
Charlie Kaplan,"indie pop, indie rock"
Teezo Touchdown,"rap, pop rock, seen live, indie, alternative"
Josh Cashman,"indie, australian, roots"
The Creepy Crawlies,"indie pop, noise pop, indie, indie rock, dream pop"
Jess Nolan,
Girl Ray,"indie pop, indie, pop, female vocalists, UK"
Ingrid Michaelson,"female vocalists, singer-songwriter, indie, acoustic, indie pop"
P.E.,"industrial, art punk, electronic, post-punk, drone"
Sampha,"electronic, soul, seen live, UK Garage, singer-songwriter"
Glen Hansard,"singer-songwriter, irish, acoustic, folk, indie"
Kenya Grace,"rnb, electronic, pop, Drum and bass, dnb"
Angie McMahon,"folk, indie, singer-songwriter, australian, indie folk"
Max Niemann,
DEBBY FRIDAY,"experimental, rap, industrial, Post-Industrial, Hip-Hop"
Frog,"rock, emo, indie rock, folk rock, Lo-Fi Indie"
Yamê,"france, French hip hop, french, hip hop, rap"
Goldie Boutilier,"pop, Canadian, Disco, electronic, synthpop"
Heroe,"french, male vocalists, france"
Kevin Abstract,"Hip-Hop, hip hop, rap, rnb, pop"
LANNDS,"indie, electronic, indie pop, female vocalists, pop"
Sargasso,"math rock, under 2000 listeners, Math-rock"
Bewilder,"math rock, emo, post rock, seen live, math"
Video Age,"electronica, New Orleans, breakbeat, electronic, seen live"
Militarie Gun,"hardcore, seen live, post-hardcore, emo, alternative rock"
Ilsey,"pop, country, singer-songwriter, USA, americana"
Joanna Sternberg,"seen live, folk, indie folk, female vocalists, vocal"
The Temper Trap,"indie, indie rock, australian, alternative, seen live"
Being Dead,"indie rock, indie pop, surf rock, indie, rock"
Peggy Gou,"House, electronic, techno, seen live, Korean"
Windoe,
Who Is She?,"pop punk, seattle, indie pop, Supergroup, indie"
Helena Deland,"folk, singer-songwriter, Canadian, seen live, indie"
Slow Pulp,"dream pop, shoegaze, indie pop, indie rock, Lo-Fi"
Al Menne,"indie pop, indie rock, USA"
Troye Sivan,"pop, indie pop, seen live, male vocalists, indie"
Petey USA,
Hyer,
carobae,"indie pop, female vocalists, seen live, pop, alternative"
Cherry Glazerr,"indie, indie rock, seen live, female vocalists, indie pop"
Addison Grace,"bedroom pop, indie, folk, indie rock, USA"
Cheese People,"electronic, indie, new rave, russian, experimental"
DURRY,"indie rock, punk, indie pop, american, powerviolence"
Conan Gray,"seen live, indie, pop, indie pop, american"
Jenny Kern,"indie pop, Canadian, folk, singer-songwriter, indie folk"
Icarus Phoenix,
Cory Hanson,"USA, folk, psychedelic, freak folk, Psychedelic Rock"
Barry Louis Polisar,"folk, indie, Brutal Death Metal, drops wet cement on unsuspecting crippled children, juno"
The Aces,"pop, blues, mod, indie pop, seen live"
MisterWives,"indie, pop, indie pop, seen live, alternative"
Zach Pietrini,
String Machine,"folk, indie pop, freak folk, indie folk, indie"
Melt Yourself Down,"jazz, afrobeat, Fusion, psychedelic, rock"
Maddie Medley,"singer-songwriter, female vocalists, USA, american, Nashville"
Molly Annelle,
Dennis Lloyd,"pop, indie pop, indie, reggae, israeli"
Thao,"indie pop, seen live, indie, kill rock stars, female vocalists"
Deb Never,"indie, Lo-Fi, Grunge, alternative, singer-songwriter"
Bronze Radio Return,"indie, blues, rock, american, indie rock"
Du Blonde,"indie rock, rock, indie, england, post-grunge"
Your Smith,"indie pop, pop, female vocalists, seen live, indie"
Tash Sultana,"indie, seen live, alternative, australian, reggae"
Prince of Spain,"indie, folk, folk rock, alternative, singer-songwriter"
Peter Dack,
Jon Batiste,"jazz, soul, piano, rnb, seen live"
Shin Joong Hyun & The Men,"rock, psychedelic, Psychedelic Rock, south korea, Korean"
The Bucketheads,"House, electronic, dance, funky house, jazzy house"
Amos Lee,"singer-songwriter, folk, soul, acoustic, jazz"
THE DRIVER ERA,"seen live, alternative, indie pop, pop rock, indie"
Clap Your Hands Say Yeah,"indie, indie rock, seen live, alternative, indie pop"
T-Pain,"rnb, Hip-Hop, rap, hip hop, Dirty South"
