Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,liked,playlist_origin
Asking for a Friend,Screen Violence,CHVRCHES,2021-08-27,304675,0,"female vocalist, female vocalist, synthpop, electronic, electropop, indie, scottish, pop, indie pop, british",Glassnote Entertainment Group LLC,0.462,0.665,5.0,-7.457,1.0,0.0486,0.0139,0.000304,0.104,0.257,123.008,100.0,df_liked
Good Girls,Screen Violence,CHVRCHES,2021-08-27,199455,0,"female vocalist, female vocalist, synthpop, electronic, electropop, indie, scottish, pop, indie pop, british",Glassnote Entertainment Group LLC,0.525,0.797,8.0,-6.192,1.0,0.0542,0.0032,0.00132,0.219,0.349,87.053,100.0,df_liked
Off The Grid,Donda,Kanye West,2021-08-29,339249,20,"hip-hop, rap, hip hop, rnb, kanye west, gay fish, american, pop, chicago, hiphop",Rock The World/IDJ/Kanye LP7,0.546,0.64,8.0,-5.582,1.0,0.37,0.0438,0.0,0.137,0.63,137.728,100.0,df_liked
Praise God,Donda,Kanye West,2021-08-29,226652,1,"hip-hop, rap, hip hop, rnb, kanye west, gay fish, american, pop, chicago, hiphop",Rock The World/IDJ/Kanye LP7,0.798,0.545,1.0,-6.466,1.0,0.168,0.00904,9.48e-05,0.258,0.212,118.029,100.0,df_liked
Lord I Need You,Donda,Kanye West,2021-08-29,162108,0,"hip-hop, rap, hip hop, rnb, kanye west, gay fish, american, pop, chicago, hiphop",Rock The World/IDJ/Kanye LP7,0.711,0.428,1.0,-7.274,0.0,0.307,0.145,0.0,0.534,0.197,83.036,100.0,df_liked
Jail,Donda,Kanye West,2021-08-29,297000,9,"hip-hop, rap, hip hop, rnb, kanye west, gay fish, american, pop, chicago, hiphop",Rock The World/IDJ/Kanye LP7,0.458,0.571,4.0,-6.739,1.0,0.0949,0.535,0.000305,0.0846,0.586,110.013,100.0,df_liked
God Breathed,Donda,Kanye West,2021-08-29,333461,0,"hip-hop, rap, hip hop, rnb, kanye west, gay fish, american, pop, chicago, hiphop",Rock The World/IDJ/Kanye LP7,0.325,0.311,10.0,-7.481,1.0,0.0442,0.289,6.74e-05,0.11,0.0789,92.744,100.0,df_liked
All Apologies - Live,MTV Unplugged In New York,Nirvana,1994-11-01,263226,55,"grunge, rock, alternative, alternative rock, 90s, punk, nirvana, indie, american, seattle",DGC,0.569,0.579,1.0,-10.988,1.0,0.0716,0.5,2.79e-05,0.109,0.407,108.998,100.0,df_liked
It's Hard to Be Human,It's Hard to Be Human,Kina Grannis,2020-05-19,148058,15,"female vocalist, female vocalist, acoustic, singer songwriter, singer-songwriter, guitar, pop, indie, folk, mellow",KG Records,0.62,0.0853,6.0,-18.987,0.0,0.0392,0.911,9.68e-06,0.118,0.162,111.985,100.0,df_liked
Everyday,Stubbs The Zombie: The Soundtrack,Rogue Wave,2005-01-01,220093,0,"indie, indie rock, indie pop, alternative, rock, alternative rock, lo-fi, pop, american, sub pop",Shout Factory,0.326,0.583,2.0,-7.342,1.0,0.0303,0.126,0.172,0.37,0.429,173.044,100.0,df_liked
I Can Make You Love Me,Controller,British India,2013-03-22,266289,26,"australian, indie, indie rock, garage rock, rock, melbourne, aussie, punk, alternative, alternative rock",Liberation Records,0.299,0.811,10.0,-5.25,0.0,0.0872,0.000946,0.000318,0.0945,0.254,119.368,100.0,df_liked
Father Time (feat. Sampha),Mr. Morale & The Big Steppers,"Kendrick Lamar,Sampha",2022-05-13,222497,0,"hip-hop, rap, west coast, hip hop, compton, california, jazz rap, conscious hip hop, american, west coast hip hop",pgLang/Top Dawg Entertainment/Aftermath/Interscope Records,0.514,0.779,10.0,-4.365,0.0,0.344,0.181,0.0,0.099,0.517,152.869,100.0,df_liked
ppl plzr,ppl plzr,illuminati hotties,2020-09-09,162173,0,"female vocalist, indie rock, power pop, indie pop, indie, lo-fi, los angeles, noise rock, american, punk rock",Four Finger Distro,0.43,0.483,8.0,-5.818,1.0,0.0296,0.306,0.0,0.119,0.572,169.925,100.0,df_liked
Leviathan,Raw Data Feel,Everything Everything,2022-05-20,320200,0,"indie, indie pop, british, alternative, manchester, indie rock, art rock, art pop, experimental, pop",Infinity Industries,0.374,0.409,11.0,-8.791,0.0,0.0272,0.446,0.108,0.0724,0.107,147.857,100.0,df_liked
Growing Up,Growing Up,The Linda Lindas,2022-02-01,186465,0,"female vocalist, riot grrrl, punk, punk rock, garage punk, garage rock, rock, indie rock, power pop, usa",Epitaph,0.601,0.808,0.0,-3.729,1.0,0.0482,0.000767,0.0517,0.105,0.694,144.921,100.0,df_liked
Nervous At Night,Nervous At Night,Charlie Hickey,2022-03-10,254826,0,"indie, folk, indie pop, indie rock, american, indie folk, 2020s, saddest factory records, dingocore",Dead Oceans,0.597,0.583,1.0,-6.752,1.0,0.0285,0.0122,4.47e-06,0.121,0.53,120.038,100.0,df_liked
Rubberneckers,Rubberneckers,Christian Lee Hutson,2022-01-12,208911,0,"indie folk, folk, singer-songwriter, indie, indie pop, indie rock, americana, sad, usa, reflective",Anti/Epitaph,0.672,0.562,1.0,-10.272,1.0,0.0362,0.499,0.514,0.107,0.726,120.728,100.0,df_liked
Back To The Radio,Back To The Radio,Porridge Radio,2022-02-21,187586,0,"female vocalist, post-punk, crank wave, indie rock, art punk, lo-fi, indie, british, indie pop, rock",Secretly Canadian,0.447,0.532,8.0,-5.286,1.0,0.0298,0.845,0.000371,0.13,0.247,119.732,100.0,df_liked
Savior,Mr. Morale & The Big Steppers,"Kendrick Lamar,Baby Keem,Sam Dew",2022-05-13,224466,0,"hip-hop, rap, west coast, hip hop, compton, california, jazz rap, conscious hip hop, american, west coast hip hop",pgLang/Top Dawg Entertainment/Aftermath/Interscope Records,0.605,0.692,8.0,-7.45,1.0,0.446,0.495,0.0,0.303,0.685,124.84,100.0,df_liked
free dumb,FREE I.H: This Is Not the One You've Been Waiting For,illuminati hotties,2020-07-17,128733,0,"female vocalist, indie rock, power pop, indie pop, indie, lo-fi, los angeles, noise rock, american, punk rock",Illuminati Hotties,0.401,0.527,11.0,-9.515,1.0,0.0288,0.526,0.588,0.335,0.0404,97.993,100.0,df_liked
夢中人 - 電影《重慶森林》歌曲,傳奇 - 胡思亂想,Faye Wong,1994,261933,42,"female vocalist, female vocalist, chinese, pop, c-pop, asian, dream pop, cpop, faye wong, china",Cinepoly Records Co. Ltd.,0.628,0.764,4.0,-6.77,1.0,0.0286,0.00488,5.46e-05,0.332,0.163,129.258,100.0,df_liked
freequent letdown,FREE I.H: This Is Not the One You've Been Waiting For,illuminati hotties,2020-07-17,117706,0,"female vocalist, indie rock, power pop, indie pop, indie, lo-fi, los angeles, noise rock, american, punk rock",Illuminati Hotties,0.475,0.804,1.0,-4.411,1.0,0.0351,0.0345,2.19e-05,0.142,0.518,161.798,100.0,df_liked
Bluebird,Orca,Gus Dapperton,2020-09-18,227722,0,"indie pop, indie, lo-fi, pop, experimental, usa, chillout, american, bedroom pop, electropop",Gus Dapperton,0.714,0.808,6.0,-4.867,0.0,0.037,0.000347,0.193,0.269,0.771,134.972,100.0,df_liked
What You're Thinking,Duality,Luna Li,2022-03-04,208908,0,"female vocalist, indie pop, dream pop, psychedelic pop, canadian, neo-psychedelia, pop, chamber pop, harp, bedroom pop",In Real Life Music,0.529,0.747,2.0,-5.788,0.0,0.0461,0.254,9.79e-05,0.187,0.413,116.96,100.0,df_liked
Flower (In Full Bloom),Duality,"Luna Li,Dreamer Isioma",2022-03-04,231986,0,"female vocalist, indie pop, dream pop, psychedelic pop, canadian, neo-psychedelia, pop, chamber pop, harp, bedroom pop",In Real Life Music,0.462,0.459,8.0,-7.515,1.0,0.0291,0.652,0.000294,0.105,0.128,149.963,100.0,df_liked
Bad Love,Bad Love,Dehd,2022-02-14,150824,0,"female vocalist, indie rock, post-punk, garage rock, crank wave, indie, lo-fi, dream pop, chicago, alternative",Fat Possum,0.623,0.766,4.0,-7.445,1.0,0.0531,0.103,0.0193,0.158,0.55,153.15,100.0,df_liked
I Feel Good About This,I Was Starting to Wonder,The Mowgli's,2018-08-17,201527,0,"indie, folk, rock, alternative, indie rock, american, indie folk, indie pop, pop, usa",CandyShop Recordings,0.525,0.841,7.0,-6.053,1.0,0.0419,0.00428,0.0,0.146,0.495,119.864,100.0,df_liked
Somebody To Love - Remastered 2014,Forever,Queen,2014-01-01,292920,23,"classic rock, rock, 80s, hard rock, glam rock, british, queen, 70s, pop, progressive rock",Hollywood Records,0.399,0.701,8.0,-6.964,1.0,0.067,0.18,0.0,0.214,0.358,110.811,100.0,df_liked
Kingly,GRIEF,"Samora Pinderhughes,Lucas Pino",2022-04-15,355748,0,"jazz, hip-hop, singer-songwriter, piano, vocal, instrumental, american, jazz hop, psychedelic jazz, north american",Stretch Music,0.508,0.662,5.0,-11.081,1.0,0.102,0.158,0.00502,0.0842,0.25,139.981,100.0,df_liked
How I'm Feeling,World Full Of Worry,Peaness,2022-05-06,227895,0,"female vocalist, female vocalist, indie, indie rock, chester, indie pop, power pop, uk, pop rock, indiepop",Totally Snick Records,0.726,0.663,4.0,-6.305,1.0,0.0412,0.0281,0.00122,0.237,0.797,136.047,100.0,df_liked
What's The Use?,World Full Of Worry,Peaness,2022-05-06,200176,0,"female vocalist, female vocalist, indie, indie rock, chester, indie pop, power pop, uk, pop rock, indiepop",Totally Snick Records,0.562,0.778,0.0,-6.625,1.0,0.0376,0.0348,0.0612,0.167,0.564,169.948,100.0,df_liked
Grow,Untidy Soul,Samm Henshaw,2022-01-28,180523,0,"soul, pop, rnb, neosoul, jazz, british",Dorm Seven,0.672,0.672,9.0,-7.693,1.0,0.0847,0.103,0.000489,0.0823,0.807,85.012,100.0,df_liked
Second Time,Second Time,THE GOA EXPRESS,2021-04-20,239986,0,"rock, british, alternative, indie rock, uk, england, manchester, indie, garage, 20s",Ra-Ra Rok Records,0.515,0.914,6.0,-5.054,0.0,0.0288,1.73e-05,0.356,0.11,0.863,128.972,100.0,df_liked
Liquid Love - Acapella,Acoustic,Billie Marten,2021-11-10,210920,5,"female vocalist, female vocalist, indie, folk, indie pop, british, singer-songwriter, england, indie folk, pop",Fiction Records,0.542,0.0451,6.0,-14.079,1.0,0.0346,0.903,0.0,0.0879,0.215,79.539,100.0,df_liked
Secret (feat. Vince Staples),Asha’s Awakening,"Raveena,Vince Staples",2022-02-11,202173,29,"female vocalist, female vocalist, rnb, soul, neo-soul, dream pop, alternative rnb, pop, contemporary rnb, usa",Warner Records,0.888,0.513,1.0,-5.983,1.0,0.104,0.0162,0.000104,0.364,0.271,110.958,100.0,df_liked
Worry,World Full Of Worry,Peaness,2022-05-06,242916,0,"female vocalist, female vocalist, indie, indie rock, chester, indie pop, power pop, uk, pop rock, indiepop",Totally Snick Records,0.523,0.786,7.0,-6.208,1.0,0.0402,0.00129,5.61e-05,0.0926,0.508,138.205,100.0,df_liked
Statuette on the Console,Statuette On The Console,BODEGA,2022-02-16,133581,0,"female vocalist, post-punk, indie rock, crank wave, art punk, folk, dance-punk, celtic, usa, electronic",What's Your Rupture?,0.339,0.888,1.0,-5.343,1.0,0.0419,0.000319,0.724,0.0956,0.514,161.959,100.0,df_liked
"You Sure Can Kill A Sunday, Part II",I Just Want To Be Wild For You,MAITA,2022-02-18,227773,0,"female vocalist, indie pop, indie rock, indie, rock, folk, usa, folk rock, indie folk, folk pop",Kill Rock Stars,0.584,0.42,4.0,-8.769,1.0,0.0242,0.883,0.0212,0.123,0.278,81.922,100.0,df_liked
Cinnamon (feat. Genevieve Stokes),Sunflower: Deluxe,"Briston Maroney,Genevieve Stokes",2022-04-29,174905,20,"indie rock, singer-songwriter, american, alternative, folk, usa, indie folk, indie pop, guitar, folk rock",Canvasback,0.252,0.463,2.0,-10.158,1.0,0.0836,0.554,3.01e-06,0.691,0.252,160.265,100.0,df_liked
Towers,Here and Now,Gretta Ray,2018-08-10,255493,0,"female vocalist, pop, indie pop, country pop, indie, country, australian, piano, roots, australia",Gretta Ray,0.674,0.446,8.0,-9.144,1.0,0.0871,0.357,2.07e-06,0.225,0.413,76.981,100.0,df_liked
Lights Up (feat. Channel Tres) - Myd Remix,Lights Up (feat. Channel Tres) [Myd Remix],"Flight Facilities,Channel Tres,Myd",2021-06-25,215765,0,"female vocalist, electronic, house, chillout, disco house, funk, australian, electronica, nu disco, pop",Glassnote Entertainment Group LLC,0.836,0.618,10.0,-7.474,0.0,0.104,0.00197,0.0135,0.28,0.632,118.032,100.0,df_liked
C'mon Be Cool,C'mon Be Cool,fanclubwallet,2021-04-09,195000,0,"female vocalist, indie rock, canadian, indie pop, downtempo, shoegaze, bedroom pop, 3-5, yandex music",Gavel Recordings,0.79,0.666,7.0,-7.107,1.0,0.0353,0.157,0.602,0.284,0.926,110.051,100.0,df_liked
Sunny Afternoon - Mono;2014 Remastered Version,The Anthology 1964 - 1971 (2014 Remastered Version),The Kinks,2014-12-16,215520,0,"classic rock, 60s, rock, british, british invasion, mod, pop, indie, oldies, garage rock",Sanctuary Records,0.57,0.584,0.0,-4.805,1.0,0.0258,0.125,0.0,0.0782,0.434,122.923,100.0,df_liked
Deja,Agua,Bomba Estéreo,2021-02-02,230893,33,"female vocalist, female vocalist, colombia, cumbia, latin, electronic, reggae, colombian, spanish, world",Sony Music Latin,0.644,0.831,11.0,-7.118,0.0,0.0334,0.138,0.424,0.115,0.252,104.996,100.0,df_liked
Strangers - From Life In A Day,Black Pumas (Expanded Deluxe Edition),"Black Pumas,Lucius",2021-03-10,192963,31,"soul, rnb, rock, psychedelic soul, blues, usa, american, blues rock, indie, funk",ATO Records,0.608,0.495,0.0,-5.666,1.0,0.029,0.335,0.0,0.125,0.286,123.989,100.0,df_liked
Cheap Whisky,Cheap Whisky,Jay Feelbender,2021-09-17,173773,0,"indie pop, indie rock",Jay Feelbender,0.377,0.909,7.0,-5.454,1.0,0.18,0.159,0.0,0.226,0.562,163.12,100.0,df_liked
Mine Forever,Long Lost,Lord Huron,2021-05-21,288283,49,"folk, indie, psychedelic, indie pop, indie folk, lionkingcore, american, singer-songwriter, pop, rock",Republic Records,0.569,0.761,0.0,-5.508,1.0,0.0292,0.312,0.303,0.274,0.391,122.965,100.0,df_liked
In a Black Out,Nova - Haute musique II,Hamilton Leithauser + Rostam,2017-11-24,194733,20,"rock, indie rock, indie, alternative, alternative rock, usa, american, folk rock, male vocalists, 10s",Nova Records,0.497,0.317,8.0,-10.634,1.0,0.0292,0.791,0.106,0.13,0.41,88.129,100.0,df_liked
"If I Told You This Was Killing Me, Would You Stop? - Reimagined",A Dream Away,The Juliana Theory,2021-03-26,269520,4,"female vocalist, emo, rock, alternative, indie, alternative rock, indie rock, punk, post-hardcore, the juliana theory",Equal Vision Records,0.568,0.512,4.0,-8.36,0.0,0.0303,0.719,9.01e-05,0.0986,0.165,123.996,100.0,df_liked
Bohemian Rhapsody - French,Reprises II,Freedom Fry,2021-05-28,229285,0,"female vocalist, indie, indie pop, pop, alternative, indie rock, french, american, california, duo",Caveman Arts Society,0.406,0.271,11.0,-10.331,0.0,0.0323,0.903,0.073,0.189,0.305,76.817,100.0,df_liked
Skellig,Skellig,David Gray,2021-02-19,300573,0,"female vocalist, singer-songwriter, acoustic, indie, alternative, rock, british, pop, folk, david gray",Laugh A Minute Records Ltd,0.206,0.163,2.0,-15.143,1.0,0.0338,0.833,0.00037,0.0865,0.125,178.046,100.0,df_liked
Mandible,Herald,Odette,2021-02-05,205957,0,"indie pop, singer songwriter, heavy metal, female fronted metal, indie, pop rock, rnb, dutch, greek, under 2000 listeners",EMI Australia,0.432,0.541,10.0,-7.423,1.0,0.0594,0.811,3.82e-06,0.0804,0.328,176.991,100.0,df_liked
Wait for You,Herald,Odette,2021-02-05,159673,0,"indie pop, singer songwriter, heavy metal, female fronted metal, indie, pop rock, rnb, dutch, greek, under 2000 listeners",EMI Australia,0.477,0.255,9.0,-8.931,0.0,0.0428,0.958,2.23e-06,0.105,0.463,132.834,100.0,df_liked
Foghorn,Herald,Odette,2021-02-05,188398,0,"indie pop, singer songwriter, heavy metal, female fronted metal, indie, pop rock, rnb, dutch, greek, under 2000 listeners",EMI Australia,0.411,0.275,9.0,-7.369,0.0,0.0359,0.938,2.43e-05,0.117,0.35,101.579,100.0,df_liked
Herald,Herald,Odette,2021-02-05,223201,0,"indie pop, singer songwriter, heavy metal, female fronted metal, indie, pop rock, rnb, dutch, greek, under 2000 listeners",EMI Australia,0.542,0.838,10.0,-6.083,0.0,0.0446,0.0638,0.000214,0.096,0.434,175.53,100.0,df_liked
Hold On - Cover,Live From the Back Corner,Arts Fishing Club,2020-07-31,291661,6,"indie, indie folk",Arts Fishing Club,0.339,0.754,0.0,-7.037,1.0,0.0913,0.0048,0.0198,0.333,0.57,171.554,100.0,df_liked
"opal ocean, pt. 2",fabulist,slenderbodies,2017-04-12,147721,24,"indie, indie pop, shoegaze, dream pop, sochilounge, chill, los angeles, united states, music i tried but didnt like",Majestic Casual Records,0.363,0.731,4.0,-11.23,0.0,0.0443,0.0133,0.352,0.949,0.23,139.863,100.0,df_liked
I Used To Be Someone,Matter Of Time II,Kevin Devine,2021-09-10,344597,3,"singer-songwriter, indie, folk, acoustic, folk rock, indie rock, emo, rock, alternative, american",Bad Timing Records and Many Hats Distribution,0.414,0.287,1.0,-14.181,1.0,0.0301,0.255,0.00847,0.111,0.17,106.734,100.0,df_liked
Pedestrian,Pedestrian,The Kelseys,2021-01-22,239589,0,"indie, rock, alternative rock, indie pop, indie rock, usa, pop rock",412EW,0.611,0.72,7.0,-11.569,1.0,0.0448,0.182,0.0187,0.624,0.801,145.995,100.0,df_liked
Alibi,Come Around EP,Jordan Mackampa,2021-01-22,228473,0,"soul, pop, indie pop, british, singer-songwriter, uk, songwriter, folk pop, neo-soul, modern pop",Jordan Mackampa,0.567,0.504,6.0,-7.796,0.0,0.0878,0.212,2.02e-05,0.0945,0.396,76.417,100.0,df_liked
I Don't Really Care for You,If My Wife New I’d Be Dead,CMAT,2022-03-04,244693,0,"female vocalist, irish, country, indie pop, alt-country, folk pop, indie, folk, pop rock, solo",CMATBABY,0.716,0.703,7.0,-4.183,0.0,0.0418,0.408,1.09e-05,0.111,0.736,117.998,100.0,df_liked
Headphones Baby,Headphones Baby,The Vaccines,2021-05-14,198466,0,"indie rock, indie, british, alternative, rock, alternative rock, post-punk, garage rock, london, english",Super Easy,0.522,0.88,10.0,-3.873,1.0,0.0959,0.00186,0.0,0.16,0.659,129.971,100.0,df_liked
Everything You Wanted,Maximum Sorrow!,Desperate Journalist,2021-07-02,379266,0,"female vocalist, post-punk, indie, shoegaze, rock, indie rock, alternative, british, ambient, post punk",Fierce Panda Records,0.598,0.819,2.0,-8.848,1.0,0.0356,0.0127,0.357,0.319,0.484,117.988,100.0,df_liked
Utopia,Maximum Sorrow!,Desperate Journalist,2021-07-02,272773,0,"female vocalist, post-punk, indie, shoegaze, rock, indie rock, alternative, british, ambient, post punk",Fierce Panda Records,0.563,0.467,7.0,-10.027,0.0,0.025,0.0113,0.0107,0.0545,0.367,92.984,100.0,df_liked
Under Green Skies,Pedestrian,Max Bloom,2021-06-18,338400,0,"indie, grunge, indie pop, indie rock, lo-fi, dream pop, bedroom pop",Ultimate Blends,0.589,0.559,4.0,-11.263,0.0,0.0304,0.0512,0.69,0.102,0.498,96.011,100.0,df_liked
America,Pedestrian,Max Bloom,2021-06-18,217440,0,"indie, grunge, indie pop, indie rock, lo-fi, dream pop, bedroom pop",Ultimate Blends,0.635,0.551,9.0,-10.548,1.0,0.0273,0.0122,0.00064,0.299,0.588,116.02,100.0,df_liked
Wear It Out,Teamwork,Futurebirds,2020-01-15,259373,0,"folk, country, psychedelic folk, rock, american, indie, psychedelic, georgia, indie rock, americana",VL4L,0.567,0.693,9.0,-9.602,1.0,0.0308,0.212,5.8e-05,0.214,0.844,122.507,100.0,df_liked
Crazy Boys,Teamwork,Futurebirds,2020-01-15,256426,0,"folk, country, psychedelic folk, rock, american, indie, psychedelic, georgia, indie rock, americana",VL4L,0.613,0.792,0.0,-9.43,1.0,0.033,0.224,0.0265,0.124,0.81,111.07,100.0,df_liked
Crying Makes Me Tired,After Party,Coach Party,2021-04-13,213269,0,"female vocalist, indie rock, indie pop, power pop, dream pop, indie, rock, british, grunge, alternative rock",Chess Club,0.517,0.905,9.0,-6.187,1.0,0.0379,5.25e-05,0.0607,0.0595,0.539,100.017,100.0,df_liked
Photo ID,I'm Allergic To Dogs!,Remi Wolf,2020-06-24,265263,53,"female vocalist, indie pop, pop, soul, neo-soul, indie, usa, funk, alt-pop, synth funk",Island Records,0.822,0.66,1.0,-3.637,1.0,0.0819,0.111,0.0,0.143,0.802,113.956,100.0,df_liked
"Morningtime (Amperland, NY)","Amperland, NY",Pinegrove,2021-01-15,285786,28,"indie rock, alt-country, indie, emo, midwest emo, new jersey, alternative country, rock, alternative, americana",Rough Trade,0.473,0.243,7.0,-11.539,1.0,0.0331,0.177,0.0531,0.113,0.26,121.874,100.0,df_liked
Friday Freestyle,The Yellow Pack,Wave Chapelle,2021-03-27,144000,0,"trap, hip-hop, rap, hiphop",Wave Chapelle Music LLC.,0.796,0.757,11.0,-6.251,0.0,0.338,0.101,0.0,0.0528,0.852,90.002,100.0,df_liked
Sorry I Am,Sorry I Am,Del Water Gap,2021-03-31,242801,29,"folk, indie, indie pop, pop, new york, american, singer-songwriter, indie folk, modern rock, folk pop",Mom+Pop,0.52,0.807,2.0,-6.828,1.0,0.037,0.0129,0.469,0.0742,0.612,149.044,100.0,df_liked
Yours,The Modern Love EP,"McKenna Bray,Zach Pietrini",2021-09-10,236336,3,Country,McKenna Bray & Zach Pietrini,0.471,0.399,11.0,-7.484,0.0,0.0269,0.445,9.91e-06,0.104,0.167,73.947,100.0,df_liked
Souvenir,Alright You Restless,Ages and Ages,2011-02-15,333653,0,"indie, folk, indie pop, portland, usa, euphoric, indie folk, pdx, check out, oregon",Knitting Factory,0.281,0.643,7.0,-6.811,1.0,0.0337,0.196,0.0,0.0839,0.65,174.341,100.0,df_liked
September,Imaginary People,Charlie Martin,2021-04-30,227866,17,"indie pop, indie rock, indie folk, folk pop",Grand Jury Music,0.695,0.612,6.0,-7.587,1.0,0.0264,0.136,0.492,0.108,0.801,104.963,100.0,df_liked
He Said She Said,Screen Violence,CHVRCHES,2021-08-27,189385,0,"female vocalist, female vocalist, synthpop, electronic, electropop, indie, scottish, pop, indie pop, british",Glassnote Entertainment Group LLC,0.577,0.619,7.0,-6.314,1.0,0.0302,0.0317,0.000154,0.123,0.297,126.915,100.0,df_liked
Origins,Young & Old,Tennis,2012-02-13,208139,0,"female vocalist, female vocalist, indie pop, lo-fi, chillwave, indie, electronic, dream pop, surf pop, pop",Fat Possum Records,0.578,0.825,5.0,-4.659,0.0,0.0284,0.0463,0.0201,0.162,0.951,113.907,100.0,df_liked
Wild Is The Wind,Vocal Jazz Hits,Nina Simone,2020-09-18,418173,0,"female vocalist, female vocalist, jazz, soul, blues, vocal jazz, jazz vocal, nina simone, oldies, singer-songwriter",UME - Global Clearing House,0.215,0.241,9.0,-11.593,0.0,0.0357,0.925,0.00222,0.0482,0.158,75.88,100.0,df_liked
Gifted (feat. Roddy Ricch & Ant Clemons) [Bonus],From a Birds Eye View,"Cordae,Roddy Ricch,Ant Clemons",2022-01-14,168997,37,"rap, trap, hip-hop, jazz rap, hip hop, american, southern hip hop, north carolina, pop rap, conscious hip hop",Art@War/Atlantic Records,0.658,0.57,5.0,-5.731,0.0,0.19,0.162,0.0,0.169,0.578,150.934,100.0,df_liked
Moon in the Morning,Melchor Lullaby Hotline Vol. 1,Adam Melchor,2021-03-19,194266,37,"folk, indie pop, singer-songwriter, american, indie folk, male vocalists, 2010s, new jersey, new jersey indie, 2020s",R&R Digital/Warner Records,0.458,0.464,5.0,-9.126,0.0,0.031,0.799,3.42e-05,0.109,0.256,122.821,100.0,df_liked
Magic,Cyclorama,Polo & Pan,2021-06-25,408800,0,"electronic, french, indie pop, indie, france, indietronica, alternative, synthpop, chillwave, chillout",Universal Music Division Virgin Records Distribution Deal,0.575,0.7,7.0,-8.444,1.0,0.0636,0.34,0.0329,0.0998,0.113,110.989,100.0,df_liked
Strange - Edit,Not Your Muse (Deluxe),Celeste,2021-01-29,198374,46,"female vocalist, sludge, screamo, post-hardcore, black metal, soul, rnb, neo-soul, british soul, jazz",Polydor Records,0.362,0.0826,2.0,-9.893,1.0,0.0379,0.931,8.47e-06,0.121,0.134,135.976,100.0,df_liked
Ani Kuni,Cyclorama,Polo & Pan,2021-06-25,277520,48,"electronic, french, indie pop, indie, france, indietronica, alternative, synthpop, chillwave, chillout",Universal Music Division Virgin Music Distribution Deal,0.662,0.621,0.0,-6.158,1.0,0.0291,0.204,0.591,0.0658,0.0477,120.998,100.0,df_liked
Highway,These Days,St. Panther,2020-09-04,152533,0,"hip-hop, usa, american, jazz hop, jazz, california, queer, united states, 2020s",Nice Life Recording Company and How So Records,0.869,0.825,2.0,-5.634,1.0,0.0496,0.000138,0.351,0.108,0.562,115.252,100.0,df_liked
Gangsta's Paradise,Gangsta's Paradise,"Coolio,L.V.",1995-11-07,240693,17,"rap, hip-hop, hip hop, 90s, west coast rap, gangsta rap, american, west coast, california, g-funk","Tommy Boy Music, LLC",0.647,0.514,8.0,-10.05,1.0,0.0593,0.0655,0.0,0.398,0.387,79.974,100.0,df_liked
midnight sun,midnight sun,Nilüfer Yanya,2022-01-19,282373,24,"female vocalist, female vocalist, singer-songwriter, indie rock, indie pop, indie, soul, british, pop, art pop",ATO Records,0.666,0.863,11.0,-7.369,0.0,0.0354,0.0181,8.43e-05,0.254,0.398,143.78,100.0,df_liked
(soandso),(the birds are still singing),Dylan Rodrigue,2022-02-14,146066,0,"alternative, singer-songwriter, indie",kid vommit,0.591,0.466,4.0,-10.869,1.0,0.0322,0.7,0.603,0.343,0.728,71.042,100.0,df_liked
Get Into It (Yuh),Planet Her (Deluxe),Doja Cat,2021-06-27,138293,23,"female vocalist, female vocalist, pop, rnb, rap, hip-hop, hip hop, pop rap, american, trap",Kemosabe Records/RCA Records,0.92,0.639,8.0,-6.095,0.0,0.204,0.267,0.00012,0.0847,0.732,91.92,100.0,df_liked
Letters Home,The Family Tree: The Branches,Radical Face,2013-10-22,251626,0,"indie, indie pop, singer-songwriter, electronic, indietronica, folk, american, indie rock, indie folk, pop",Nettwerk Records,0.384,0.228,11.0,-12.905,1.0,0.0379,0.749,0.00136,0.105,0.398,167.226,100.0,df_liked
Pretty Bird,Songs from the West Coast,Freedom Fry,2020-05-29,182160,0,"female vocalist, indie, indie pop, pop, alternative, indie rock, french, american, california, duo","Freedom Fry, LLC",0.631,0.597,0.0,-8.267,1.0,0.0311,0.313,0.358,0.133,0.526,124.976,100.0,df_liked
Nothing To Worry About,Living Thing,Peter Bjorn and John,2009-03-31,176733,0,"indie, swedish, indie pop, indie rock, alternative, pop, scandinavian, rock, sweden, folk",Almost Gold/Startime International,0.718,0.632,0.0,-6.728,1.0,0.134,0.198,0.0,0.0611,0.639,95.117,100.0,df_liked
Nobody Knows,I Shall Wear A Crown,Pastor T.L. Barrett and the Youth for Christ Choir,2021-09-24,389933,12,"gospel, soul, funk, spiritual, usa, chicago, lesser known yet streamable artists, under 2000 listeners, united states, all",Numero Group,0.37,0.827,8.0,-8.826,1.0,0.0648,0.04,0.0004,0.135,0.688,185.892,100.0,df_liked
